word,page,radical,count,code,hanyu
󲲍,60,󳜶,4,ggghxb,（祭牲）
󲲎,62,󳜶,4,gigdxm,（布）缝接处
󲲏,65,󳜶,4,ghphxm,（开辟）
󲲐,65,󳜶,4,gfmxn,本事
󲲑,69,󳜶,4,gfhxm,1、刀刃；2、（锋）芒
󲲒,69,󳜶,4,gfhgxz,1、背子（名词）；2、背（量词）
󲲓,70,󳜶,4,ggjxz,干（活）
󲲔,81,󳜶,4,gggpxn,（轻轻地走动）
󲲕,83,󳜶,4,ggghxn,1、（果）蒂；2、事因；3、（人名用词）；
󲲖,87,󳜶,4,ggghxn,（泥鳅）
󲲗,89,󳜶,4,ghghxm,采（摘）
󲲘,91,󳜶,4,ghggxc,完（吃完了）；
󲲙,96,󳜶,4,gghhxm,抽、吸
󲲚,113,󳜶,4,gthgxz,穿（针线）
󲲛,119,󳜶,4,gfgxm,（幻术）；（魔术）
󲲜,121,󳜶,4,gghgxc,押（送）
󲲝,126,󳜶,4,glfxz,摔倒
󲲞,128,󳜶,4,hghgxn,搭（亲家）
󲲟,129,󳜶,4,ggguxb,（项）圈
󲲠,131,󳜶,4,gfgfxm,棵（量词）
󲲡,134,󳜶,4,ghghxn,1、邀约；2、邀请；
󲲢,135,󳜶,4,gpghxm,蹲
󲲣,138,󳜶,4,gjgxn,（但是）
󲲤,148,󳜶,4,ggdgxb,1、结（子）；2、（线团）；3、打结；
󲲥,152,󳜶,4,gdxn,1、（削）砍；2、刨（木板）；
󲲦,156,󳜶,4,gghgxm,1、（垂落）；2、（和尚）；
󲲧,159,󳜶,4,gghgxz,件（量词）
󲲨,159,󳜶,4,gghtxv,了（助词）；
󲲩,160,󳜶,4,gpghxm,（（祖宗的）的祠堂、神坛）
󲲪,181,󳜶,4,ghggxn,回忆
󲲫,196,󳜶,4,ggfxb,（上、坎上、岩石上）
󲲬,204,󳜶,4,gthhxb,去
󲲭,208,󳜶,4,ghggxm,（用手掌）打
󲲮,210,󳜶,4,gghhxm,弱
󲲯,212,󳜶,4,gthhxv,残废、瘫痪
󲲰,213,󳜶,4,gggyxb,毁，坏（动词）
󲲱,216,󳜶,4,gghqxm,（舒畅）
󲲲,226,󳜶,4,gfgxn,1、仓；2、库；
󲲳,226,󳜶,4,ggdgxb,（伤口）发炎
󲲴,228,󳜶,4,gghgxn,灵敏
󲲵,230,󳜶,4,ggghxn,惩治
󲲶,232,󳜶,4,gjqxv,尖
󲲷,232,󳜶,4,gfyhxc,搭（话）（回答）
󲲸,243,󳜶,4,ggggxm,掼（稻子）
󲲹,245,󳜶,4,ggjtxv,1、输；2、败；
󲲺,245,󳜶,4,ggfgxv,1、诅咒；2、（赌咒）；
󲲻,250,󳜶,4,ghggxc,巡回转
󲲼,253,󳜶,4,ghgdxm,1、茂盛；2（（树木）枝叶茂盛）；
󲲽,260,󳜶,4,gfhxb,贫穷、贫困
󲲾,270,󳜶,4,gffxn,底下
󲲿,284,󳜶,4,gyjxc,（曲涅、彝族家支名）
󲳀,291,󳜶,4,ggggxc,吃亏
󲳁,298,󳜶,4,gghgxn,（磨刀霍霍）
󲳂,309,󳜶,4,gghgxn,（荣华）
󲳃,311,󳜶,4,gjjxn,巧、灵活
󲳄,313,󳜶,4,gyjxz,舅舅
󲳅,323,󳜶,4,gfgxm,中（（两者之间））
󲳆,328,󳜶,4,giiixb,1、缺乏；2、（也许、可能）
󲳇,330,󳜶,4,gfhxm,1、（夜）晚；2、（天）黑；3、暗、晚；
󲳈,332,󳜶,4,gghgxn,栓、捆
󲳉,333,󳜶,4,ggggxv,（土坎）
󲳊,337,󳜶,4,gjhxm,1、苦（味道）；2、（盐巴）咸；
󲳋,338,󳜶,4,ggfxz,技术、技艺
󲳌,340,󳜶,4,gkxm,1、何（什么）；2、如何、怎样、怎么；
󲳍,341,󳜶,4,ggghxm,（酒）醒
󲳎,347,󳜶,4,gghhxv,（果子、粮食）成熟
󲳏,354,󳜶,4,gjgxn,撂
󲳐,360,󳜶,4,gghhxz,喷（水）
󲳑,361,󳜶,4,gfppxb,铠甲
󲳒,362,󳜶,4,gdgoxm,放出（池塘水、田水）、排水
󲳓,365,󳜶,4,ggppxv,姓
󲳔,6,󳜶,5,ggggdxn,（嘴）唇
󲳕,9,󳜶,5,gggggxnb,（强行）使牲畜往一定方向走
󲳖,10,󳜶,5,ggythxc,馒（头）、包（子）
󲳗,11,󳜶,5,ggkxb,（震动）感
󲳘,15,󳜶,5,gggghxz,浓、稠
󲳙,28,󳜶,5,ggpghxm,（膀胱）
󲳚,40,󳜶,5,ghgghxn,跟（同）
󲳛,43,󳜶,5,gghhhxn,静
󲳜,60,󳜶,5,gffxb,（清楚、明白）
󲳝,116,󳜶,5,gjgxn,1、甥；2、（姐夫、丈夫）；3、（赘婿）；
󲳞,82,󳜶,5,gokxb,1、移动、挪动；2、让开、走开；
󲳟,120,󳜶,5,ghghhxc,1、仙；2、（细努罗，南诏开国国君）；
󲳠,125,󳜶,5,gjfxm,（压）瘪
󲳡,137,󳜶,5,gjthxn,1、趁；2、依靠；
󲳢,140,󳜶,5,gjggxv,陪伴
󲳣,143,󳜶,5,ggiiixb,（平均）分摊
󲳤,146,󳜶,5,gthghxb,黄松
󲳥,147,󳜶,5,ggfhgxn,张（弓）
󲳦,151,󳜶,5,ggdxm,（自己）
󲳧,160,󳜶,5,ghjthxb,（筲箕（shaoji））
󲳨,191,󳜶,5,ggjhxv,（火）焰
󲳩,198,󳜶,5,gpghqxn,轮
󲳪,207,󳜶,5,ghghhxn,板（木板、石板）；
󲳫,208,󳜶,5,ghghgxn,（小）块
󲳬,211,󳜶,5,gqqqdxm,救
󲳭,213,󳜶,5,ggigqxn,（很累）
󲳮,213,󳜶,5,ggffxb,抢劫
󲳯,222,󳜶,5,gfjgxz,复活
󲳰,223,󳜶,5,gbjhxn,抽空
󲳱,224,󳜶,5,ggghmxn,潜（水）
󲳲,233,󳜶,5,gghggxm,跨
󲳳,239,󳜶,5,gfhgxn,誊（teng）抄
󲳴,246,󳜶,5,gghghxz,吵闹、叫嚷、喧哗
󲳵,267,󳜶,5,gfdtxb,禁忌
󲳶,271,󳜶,5,gfkxn,（火）烟
󲳷,272,󳜶,5,ghgghxb,睫毛
󲳸,284,󳜶,5,gggggxn,封
󲳹,285,󳜶,5,gfkxb,烦躁
󲳺,287,󳜶,5,gfhgxm,1、耍赖；2、（无中生有）；
󲳻,299,󳜶,5,gyfgxn,软（绵绵）
󲳼,302,󳜶,5,gghjxc,椽（chuan）（子）
󲳽,312,󳜶,5,gyfhxb,骨（头）
󲳾,324,󳜶,5,gghthxn,（锅庄石）
󲳿,359,󳜶,5,ghgggxv,（心）欠
󲴀,363,󳜶,5,gghfpxb,（顺心、合心）
󲴁,365,󳜶,5,gghghxn,引（水）
󲴂,366,󳜶,5,ggppgxn,（舒服、爽快）
󲴃,366,󳜶,5,ggjgxn,早（晨）
󲴄,372,󳜶,5,ggthhxn,前（面）
󲴅,373,󳜶,5,gghgyxn,片（量词）
󲴆,383,󳜶,5,gghmgxn,（斑鸠）
󲴇,385,󳜶,5,ghgghxm,护
󲴈,11,󳜶,6,gfdxb,1、（毛毛雨）；2、（沄（yun）雨）；
󲴉,11,󳜶,6,ghffxb,1、臀；2、（腰杆）；
󲴊,37,󳜶,6,gghugyxn,疮
󲴋,60,󳜶,6,gffgxn,（鹌鹑）
󲴌,63,󳜶,6,ggjjxz,（叶子）烟
󲴍,86,󳜶,6,,重字
󲴎,115,󳜶,6,gjqjxv,（远古）
󲴏,220,󳜶,6,gggkxn,端（正）
󲴐,239,󳜶,6,gghpghxn,骗
󲴑,260,󳜶,6,ggdhxm,（施人，古彝人的一支）
󲴒,273,󳜶,6,gjjjxb,1、抓、拿；2、（螃蟹）；
󲴓,300,󳜶,6,gfjgxn,也
󲴔,306,󳜶,6,gthgjxz,野生（作物）
󲴕,323,󳜶,6,ghghghxn,（细）敲
󲴖,349,󳜶,6,ghchogxm,嫩芽
󲴗,363,󳜶,6,ghgghgxv,全、彻底
󲴘,364,󳜶,6,gggvfxn,必要
󲴙,18,󳜶,7,gghgthhxn,（任意、随便）
󲴚,24,󳜶,7,gfgfgxn,（包谷）米
󲴛,48,󳜶,7,gddpxn,眯（眼）
󲴜,,,,gkjjxb,锯（子）
󲴝,100,󳜶,7,fkgkxv,常常（地）
󲴞,151,󳜶,7,gghgdxv,（祷告）
󲴟,236,󳜶,7,ghtghthxb,腐、烂
󲴠,240,󳜶,7,gfgfgxn,庇护
󲴡,254,󳜶,7,gddghxm,贿赂
󲴢,284,󳜶,7,gggggfxb,片、丘
󲴣,213,󳜶,8,gkdkxb,拆
󲴤,375,󳜶,9,gfffghxn,（猪）叫
󲴥,379,󳜶,9,gghhhgghxn,哎！（应声）
󲴦,38,󳜷,2,jfxv,（陀螺，一种儿童玩具）
󲴧,90,󳜷,2,jpxn,齐，足够
󲴨,123,󳜷,2,jhxv,1、儿子；2、小，少；3、者、人；
󲴩,129,󳜷,2,jhxn,积水
󲴪,150,󳜷,2,jjxm,点（名）、题（名）
󲴫,210,󳜷,2,jgxz,鸣叫
󲴬,218,󳜷,2,jvxz,跨（门槛）
󲴭,249,󳜷,2,jpxb,（一种土染料，用水塘里的黑泥浆、加马桑煮水，用于染衣物等）
󲴮,271,󳜷,2,jfxz,跪
󲴯,303,󳜷,2,jjxn,（两）端
󲴰,305,󳜷,2,jyxv,吝啬
󲴱,308,󳜷,2,jhxv,香（祭祀用品）
󲴲,317,󳜷,2,jdxz,麻味道
󲴳,325,󳜷,2,jgxn,1、（颈项）；2、（头子、头目）；
󲴴,349,󳜷,2,jhxm,（中）雨
󲴵,381,󳜷,2,jhxn,天
󲴶,390,󳜷,2,jdxn,空旷
󲴷,5,󳜷,3,jvvxv,认（认错、认输）
󲴸,6,󳜷,3,gjixm,挂（起）
󲴹,16,󳜷,3,jvvxv,烧（炒）肉的气味
󲴺,,,,kghxm,（臭味、怪味）
󲴻,28,󳜷,3,jttxz,给
󲴼,36,󳜷,3,zugxm,（傣族（摆艺））
󲴽,45,󳜷,3,jthxz,拥挤
󲴾,64,󳜷,3,jthxn,宽阔
󲴿,71,󳜷,3,ejjxn,伯父
󲵀,74,󳜷,3,jghxb,（黏糊糊（食物腐烂后的状况））
󲵁,91,󳜷,3,jpgxc,遍（走遍）
󲵂,102,󳜷,3,gjhxm,（线头、火柴头）
󲵃,114,󳜷,3,jghxz,（果子名称的前缀词）
󲵄,139,󳜷,3,jhgxb,（计划）
󲵅,142,󳜷,3,jghxn,（轻）快
󲵆,142,󳜷,3,jjxv,（前方、远方）
󲵇,144,󳜷,3,jggxz,（全猪全羊（杀死退毛而未剖肚的猪羊））
󲵈,154,󳜷,3,jyyxn,瘦
󲵉,164,󳜷,3,jggxn,咽喉
󲵊,180,󳜷,3,jjxb,1、休息；2、（勒俄，彝族诗歌的一种）；
󲵋,192,󳜷,3,jhyxz,（拘禁、禁闭）
󲵌,198,󳜷,3,jhyxn,（棉花）
󲵍,205,󳜷,3,jgjxn,（祈求解脱）
󲵎,205,󳜷,3,hgjxz,1、圆；2、（球）体
󲵏,221,󳜷,3,jhgxv,1、飞；2、飘扬；
󲵐,228,󳜷,3,jghxn,1、疾（驰）；2、越（过）
󲵑,229,󳜷,3,jghxz,越（过）
󲵒,230,󳜷,3,jhhxz,（什么）
󲵓,235,󳜷,3,jhjxn,沿（着）
󲵔,239,󳜷,3,jfxz,1、亲戚；2、（人名）；3、（彝文古书里的世上凡间）
󲵕,265,󳜷,3,jygxb,（消）瘦
󲵖,309,󳜷,3,jthxb,（玉米）
󲵗,316,󳜷,3,joixb,（芋头）
󲵘,318,󳜷,3,jhgxz,1、亲（爱）；2、（敬仰）；
󲵙,321,󳜷,3,jhhxm,1、辨认、辨别；2、判、断；2、管、顾；
󲵚,335,󳜷,3,jthxn,帽
󲵛,335,󳜷,3,jghxn,粮（食）
󲵜,361,󳜷,3,jhhxn,（布）缝接
󲵝,361,󳜷,3,jfgxb,饱满、壮实
󲵞,363,󳜷,3,jghxv,（螳螂）
󲵟,365,󳜷,3,jgjxn,的（虚词）
󲵠,369,󳜷,3,jjxz,（敬仰）
󲵡,384,󳜷,3,jppxb,1、哈（欠）；2、张（口）；
󲵢,386,󳜷,3,jygxc,泡（汤）
󲵣,386,󳜷,3,jphxn,（架子猪）
󲵤,389,󳜷,3,jhuxn,百（数词）
󲵥,390,󳜷,3,jjjxn,陷落
󲵦,11,󳜷,4,jpghxvc,（（松、杉树的）嫩尖）
󲵧,12,󳜷,4,jpghxv,（“摇钱树”（丧场上设的一种孝帕）
󲵨,18,󳜷,4,jfgxb,（旁边）
󲵩,19,󳜷,4,jhhgxn,（饮食过量）呕吐
󲵪,19,󳜷,4,jjgxn,卷、本（量词）
󲵫,22,󳜷,4,jpjxn,侧
󲵬,33,󳜷,4,jgjxv,块
󲵭,34,󳜷,4,khjdxm,（经常）
󲵮,44,󳜷,4,jjgxz,1、（脚）步；2、步（量词）；
󲵯,49,󳜷,4,jhthxz,沾（着）
󲵰,49,󳜷,4,jgghxn,棉（布、花）
󲵱,50,󳜷,4,jhphxc,抹、擦
󲵲,52,󳜷,4,jpghxz,（嫩）薹
󲵳,54,󳜷,4,jghhxn,（（怜）悯、可怜）
󲵴,63,󳜷,4,jgjxb,（玉米）
󲵵,67,󳜷,4,jjjxn,做（梦）
󲵶,80,󳜷,4,jhthxn,赔偿
󲵷,84,󳜷,4,jghtxb,1、好；2、康复；
󲵸,96,󳜷,4,jthhxn,（重叠词缀）
󲵹,98,󳜷,4,jgfxv,切（菜、肉等）
󲵺,102,󳜷,4,gjgjxm,（头绪）
󲵻,106,󳜷,4,jkxv,1、桥；2、（亲家）；
󲵼,123,󳜷,4,jhtfxn,（形容词缀）（静悄悄）
󲵽,126,󳜷,4,hgjfxn,定
󲵾,139,󳜷,4,jhthgxn,（喷水枪）
󲵿,139,󳜷,4,hgjhxz,发抖（使动）
󲶀,144,󳜷,4,jkxb,时
󲶁,148,󳜷,4,jjgxz,铺设
󲶂,149,󳜷,4,jjyxn,桌（子）
󲶃,171,󳜷,4,jthgxb,（舌头）
󲶄,176,󳜷,4,jhjxn,1、稀（烂）；2、炷（量词）；
󲶅,179,󳜷,4,jhhgxv,（窃衣草）
󲶆,180,󳜷,4,jjjxz,问
󲶇,182,󳜷,4,jfhxv,1、顽强；2、凶猛；
󲶈,183,󳜷,4,jjmxn,（身体）缺陷
󲶉,190,󳜷,4,jfhxm,神
󲶊,197,󳜷,4,jthpxb,（马虎、草率）
󲶋,200,󳜷,4,jjvxn,（被盖、铺盖）
󲶌,201,󳜷,4,jgghxn,（唠唠叨叨）
󲶍,221,󳜷,4,jhfxn,（泄气）
󲶎,228,󳜷,4,jhgqxn,（染）料
󲶏,231,󳜷,4,jhhhxn,两者之间
󲶐,240,󳜷,4,jyjxn,（宫殿（古语））
󲶑,249,󳜷,4,jhjhxn,1、丈量（动词；2、（博乍戈（彝语指贵州大方城）；
󲶒,262,󳜷,4,jgghxz,（哈）欠
󲶓,282,󳜷,4,jthhxz,1、中（暑）；2、（说话）讽刺；
󲶔,298,󳜷,4,jvvvxb,分离
󲶕,303,󳜷,4,kthhxn,（撒娇、娇气）
󲶖,309,󳜷,4,jjjxn,（德行）
󲶗,310,󳜷,4,jihhxn,我（引述）
󲶘,311,󳜷,4,jhphxb,熟练
󲶙,316,󳜷,4,jhujxn,（香油）
󲶚,342,󳜷,4,jghhxb,叫（使、令）
󲶛,324,󳜷,4,hggjxz,（包谷）
󲶜,336,󳜷,4,jjtxb,1、所（有）；2、（都）是；3、多少；4、（重叠词缀）；
󲶝,339,󳜷,4,jjgxn,（马）蹄
󲶞,346,󳜷,4,jjgxb,部位
󲶟,354,󳜷,4,jghhxn,（可惜）
󲶠,355,󳜷,4,jghgxz,摇晃
󲶡,370,󳜷,4,jfyxn,碧、蓝
󲶢,375,󳜷,4,jfhxz,莓
󲶣,11,󳜷,5,jgjhxn,刺（耳）、吵（耳朵）
󲶤,11,󳜷,5,jhgghxc,（斑茅草）
󲶥,14,󳜷,5,jkuxn,码、叠（动词）
󲶦,56,󳜷,5,juhjxc,（紫黑色）
󲶧,58,󳜷,5,jjpgxc,（板栗）
󲶨,68,󳜷,5,jhjhxn,富
󲶩,116,󳜷,5,jgghgxn,塑（像）
󲶪,144,󳜷,5,jfhjxn,1、啄；2、（蛇）咬；
󲶫,168,󳜷,5,jjfxn,咚咚（象声词）
󲶬,179,󳜷,5,jyhggxn,1、（孩子间互相）逗玩；2、（诱惑）；
󲶭,182,󳜷,5,jjggxn,（（未曾生过崽的）小母山羊）
󲶮,183,󳜷,5,jrfxm,孩、童
󲶯,184,󳜷,5,jjjxb,（膝关节）
󲶰,221,󳜷,5,jhjjxn,（猛）喝
󲶱,234,󳜷,5,jjjhxn,（朋友、伙伴、同志）
󲶲,252,󳜷,5,jfhyxb,（冰）柱
󲶳,259,󳜷,5,jhkxn,种（子）
󲶴,273,󳜷,5,jhhjxv,（一筹莫展）
󲶵,288,󳜷,5,jpghjxb,鳝（鱼）
󲶶,298,󳜷,5,jhjgxb,1、玩；2、（玩耍）；
󲶷,312,󳜷,5,jgkxb,呲牙
󲶸,317,󳜷,5,jjioxb,1、个（人）；2、（兵员、战士）；
󲶹,320,󳜷,5,jgjhxn,（续断（中药名））
󲶺,327,󳜷,5,jkjxb,（（汆cuān）烫）
󲶻,338,󳜷,5,jpjhxn,计谋
󲶼,352,󳜷,5,jfhgxn,散
󲶽,353,󳜷,5,jfjxn,（虎杖（俗称酸汤杆，一种野生植物）
󲶾,357,󳜷,5,jghghxn,点（头）
󲶿,368,󳜷,5,jggjxc,（胡琴）
󲷀,376,󳜷,5,jfhgxb,唾（液）
󲷁,21,󳜷,6,jjghhxn,1、剥；2、挑（刺）
󲷂,34,󳜷,6,jjyfxc,（别作声）
󲷃,40,󳜷,6,jjthgxn,雄性（专指山羊）
󲷄,41,󳜷,6,jkpgxc,塑（像）
󲷅,47,󳜷,6,jhtffxc,通知
󲷆,60,󳜷,6,jfffxn,（芒果）
󲷇,110,󳜷,6,jhgdxv,提、簇、串（量词）
󲷈,125,󳜷,6,jhukxn,（香油、菜油）
󲷉,133,󳜷,6,jgjghxb,（1、脊背；2、保佑）
󲷊,133,󳜷,6,jfjhxb,（节约）
󲷋,153,󳜷,6,jhgghhxn,脱（粒）
󲷌,189,󳜷,6,jjjjxn,陈（酒）
󲷍,230,󳜷,6,jphgfxb,吵、闹
󲷎,275,󳜷,6,jjthgxn,1、中间、当中；2、（媒人）；
󲷏,299,󳜷,6,jhfhhxb,（礼仪）
󲷐,327,󳜷,6,jhgkxb,（衣）领
󲷑,343,󳜷,6,jfffxc,1、（山、水等）阻隔；2、（关节、肚子等）绞痛；
󲷒,91,󳜷,7,jjjkxb,（草鞋）
󲷓,107,󳜷,7,jkkxb,（植物的）浆、汁
󲷔,333,󳜷,7,jkqfxn,村寨
󲷕,345,󳜷,7,jhdhjxm,服（气）
󲷖,163,󳜷,8,jhggjhggxn,（树）稍
󲷗,170,󳜷,8,jkhqjxn,装（动词）
󲷘,222,󳜷,8,jhffygxn,捆（量词）
󲷙,82,󳜸,2,kgixm,继续
󲷚,114,󳜸,2,kvxm,牵
󲷛,117,󳜸,2,klxv,（五味子果（俗名丈子莓））
󲷜,132,󳜸,2,khxz,吹（号角）
󲷝,133,󳜸,2,kgxz,1、比；2、丈量（土地）；
󲷞,151,󳜸,2,kmxb,（人奔跑或者鸟在地上跑）
󲷟,181,󳜸,2,khxv,1、嗅；2、（臭味）；
󲷠,192,󳜸,2,kpxz,1、慢；2、轻（指动作）；
󲷡,256,󳜸,2,kvxn,耐（心）
󲷢,269,󳜸,2,khxb,汗
󲷣,390,󳜸,2,kdxm,辨别
󲷤,16,󳜸,3,kwuxb,耍赖
󲷥,26,󳜸,3,kjxz,劈（路）
󲷦,43,󳜸,3,kghxb,（（鱼）鳞）
󲷧,61,󳜸,3,kiixb,昏
󲷨,95,󳜸,3,kghxm,锡（矿）
󲷩,109,󳜸,3,kghxn,……来……去
󲷪,117,󳜸,3,kfgxm,偿还
󲷫,117,󳜸,3,khjxm,1、别人，他人；2、彝族家支名；
󲷬,117,󳜸,3,khhxm,草席，篾席
󲷭,122,󳜸,3,kyhxc,1、寿；2、世；
󲷮,132,󳜸,3,khpxb,（吃油、肉）腻
󲷯,138,󳜸,3,kuhxb,舂（chong）
󲷰,149,󳜸,3,kpdxm,塘
󲷱,166,󳜸,3,khkxm,飞逝
󲷲,167,󳜸,3,kphxb,蕨（菜）
󲷳,195,󳜸,3,kfgxc,港湾
󲷴,224,󳜸,3,khhxc,（不耐烦）
󲷵,235,󳜸,3,kpjxb,铲
󲷶,256,󳜸,3,kthxb,花费、费用
󲷷,321,󳜸,3,khhxv,在（心里）
󲷸,328,󳜸,3,kghxm,克、伤
󲷹,328,󳜸,3,khgxn,（灾星）
󲷺,328,󳜸,3,kjxm,（大蒜）
󲷻,380,󳜸,3,khdxm,胃
󲷼,385,󳜸,3,khyxb,锦鸡
󲷽,38,󳜸,4,kffxb,（魂）魄
󲷾,40,󳜸,4,kkxm,（词缀）
󲷿,41,󳜸,4,khggxc,夭折
󲸀,89,󳜸,4,kghhxb,签
󲸁,103,󳜸,4,kfhxv,牵挂、惦念
󲸂,123,󳜸,4,kghhxc,（毛发）竖起
󲸃,126,󳜸,4,ktthxm,（摇摇摆摆）
󲸄,146,󳜸,4,kftxb,（果断）
󲸅,176,󳜸,4,kjgxz,（心）狠
󲸆,176,󳜸,4,kdxb,豆类
󲸇,211,󳜸,4,khggxn,（手）散
󲸈,223,󳜸,4,kghkxz,耽搁、耽误
󲸉,268,󳜸,4,khghxm,（鸽子）
󲸊,287,󳜸,4,khqqxm,烙
󲸋,306,󳜸,4,kffxm,渐渐
󲸌,316,󳜸,4,kohixm,1、生（孩子）；成长；3（美丽、漂亮）；
󲸍,323,󳜸,4,khiixb,1、他（受格）；2、（尽管）；3、（乱说、胡说）；
󲸎,337,󳜸,4,kjdxm,（刺竹）
󲸏,342,󳜸,4,khtjxz,之上
󲸐,368,󳜸,4,kdxv,（手）提
󲸑,150,󳜸,5,kjjxv,混（日子）
󲸒,161,󳜸,5,kjggxn,墙
󲸓,162,󳜸,5,kkkxn,（议论）
󲸔,176,󳜸,5,koghixb,等量
󲸕,197,󳜸,5,kjfxb,（前缀词）
󲸖,263,󳜸,5,kkvxb,1、（尽管）；2、（乱说、胡扯）
󲸗,274,󳜸,5,kthhhxc,枷锁
󲸘,292,󳜸,5,kjqfxv,斟酌
󲸙,347,󳜸,5,kpfdxm,（抢救）
󲸚,199,󳜸,6,khgghfxv,（变）成
󲸛,208,󳜸,6,kthggyxb,块、砣（量词）
󲸜,222,󳜸,8,kkhjgxn,软弱
󲸝,42,󳜹,2,dhxz,（故事）
󲸞,43,󳜹,2,dexv,（蝼蚁）
󲸟,49,󳜹,2,dvxv,要（语气助词）
󲸠,76,󳜹,2,dpxb,（皇帝）
󲸡,93,󳜹,2,dgxz,凑（钱）、集（资）
󲸢,140,󳜹,2,dtxv,啃
󲸣,184,󳜹,2,ddxz,1、掩、抹；沾；
󲸤,297,󳜹,2,dhxz,荡（刀子）
󲸥,316,󳜹,2,dhxv,积（德）
󲸦,339,󳜹,2,dgxv,（宫殿（古语））
󲸧,344,󳜹,2,dgxz,归、回
󲸨,356,󳜹,2,dfxz,鸟、雀
󲸩,357,󳜹,2,dgxn,1、鹅；2、（鄂莫，（古代彝族的一个部落））3、（地方用词）；
󲸪,358,󳜹,2,dgxz,五（数词）
󲸫,382,󳜹,2,dpxv,1、兑（卦名）；2、（远古部族名）；
󲸬,33,󳜹,3,dthxb,1、（阿别纳，一种原始的彝族舞蹈）；2、（黄鼠狼）；3、（脚后跟）；
󲸭,34,󳜹,3,dphxz,（虾子）
󲸮,41,󳜹,3,dghxv,牺牲
󲸯,69,󳜹,3,dhgxv,1、（家族）；2、（古代人名）；
󲸰,82,󳜹,3,dhhxc,（（歌中的）对歌）
󲸱,88,󳜹,3,digxb,遗留
󲸲,100,󳜹,3,dhgxz,憨（吃）
󲸳,108,󳜹,3,djxb,越、愈
󲸴,127,󳜹,3,degxv,淋
󲸵,135,󳜹,3,deexv,1、匀；2、间（苗）；
󲸶,135,󳜹,3,dghxv,（腰围大，口径小编制精细的篾箩）
󲸷,137,󳜹,3,dthxz,盖（章）
󲸸,141,󳜹,3,dffxb,1、跑；2、母畜发情；
󲸹,143,󳜹,3,dghxb,（山茶）
󲸺,145,󳜹,3,dghxv,（完）成
󲸻,164,󳜹,3,dfxb,（碗）
󲸼,169,󳜹,3,dvvxz,（用手）挡
󲸽,177,󳜹,3,djxv,1、背面；2、后面；3、（斧子）；
󲸾,182,󳜹,3,dggxb,女（儿）
󲸿,197,󳜹,3,dfgxc,拌、和
󲹀,215,󳜹,3,dhhxb,擀
󲹁,236,󳜹,3,dygxc,从
󲹂,252,󳜹,3,dppxb,（亚麻）
󲹃,260,󳜹,3,dfxz,缩
󲹄,266,󳜹,3,dggxb,先
󲹅,267,󳜹,3,dggxm,件（量词）
󲹆,294,󳜹,3,dghxb,1、跨上；2、（过分）；3、（地名用词）；
󲹇,302,󳜹,3,depxb,卡（大拇指和食指张开的长度）；
󲹈,315,󳜹,3,dphxb,美丽、漂亮
󲹉,342,󳜹,3,dghxv,地点、住所
󲹊,376,󳜹,3,dghxn,答应
󲹋,384,󳜹,3,dfxv,（哼哈）
󲹌,2,󳜹,4,dkxb,容易
󲹍,5,󳜹,4,ddddxv,（屎（儿语））
󲹎,7,󳜹,4,djgxn,1、（带柄工具名称的）后缀词素；2、把（量词）；3、（毛）倒、反；
󲹏,13,󳜹,4,dyhgxb,（骨头）
󲹐,18,󳜹,4,dghgxn,1、指责；2、放出（塘水、田水等）；
󲹑,22,󳜹,4,djhxb,（精气灵气）
󲹒,31,󳜹,4,dhgpxb,1、出（血、脓）；2、（地名用词）；
󲹓,40,󳜹,4,djgxb,间（量词）
󲹔,40,󳜹,4,dfhxz,窝（量词--指猪、狗、鸡等）
󲹕,43,󳜹,4,dhfxv,绵羊（古语）
󲹖,52,󳜹,4,dgygxn,（伤口）愈合
󲹗,52,󳜹,4,dfhxn,1、（休克、昏死）；2、（气馁、疲倦）；
󲹘,71,󳜹,4,dghhxz,（1、没兴趣；2、没力气；）
󲹙,87,󳜹,4,dgjjxn,（耳坠、耳环）
󲹚,96,󳜹,4,deghxn,1、完成、成功；2、过（渡）；
󲹛,101,󳜹,4,dguhxn,（草席）
󲹜,102,󳜹,4,dhhhxn,（感谢）
󲹝,125,󳜹,4,djjxn,缩
󲹞,135,󳜹,4,djgxb,（比方）
󲹟,138,󳜹,4,dgjxv,安装、组装
󲹠,142,󳜹,4,dhghxn,（虐待）
󲹡,148,󳜹,4,dthhxn,嗑（瓜子）
󲹢,168,󳜹,4,dtjxn,（梨子）
󲹣,168,󳜹,4,dhthxn,椽（子）
󲹤,174,󳜹,4,dgffxb,（唠唠叨叨）
󲹥,181,󳜹,4,dhghxv,垫（子）
󲹦,210,󳜹,4,dghhxb,（腰围大，口径小编制精细的篾箩）
󲹧,211,󳜹,4,dkxv,（嚎嗷嗷大哭）
󲹨,225,󳜹,4,dughxv,凸
󲹩,225,󳜹,4,dtygxb,（喜鹊）
󲹪,231,󳜹,4,dftxz,1、酸；2、腌；
󲹫,233,󳜹,4,dgghxb,震（动）
󲹬,241,󳜹,4,dhjxz,（下）垂
󲹭,256,󳜹,4,dhjxv,节省
󲹮,295,󳜹,4,dhthxv,浪费
󲹯,314,󳜹,4,dhhhxb,演（戏）
󲹰,321,󳜹,4,dghhxc,放、上
󲹱,324,󳜹,4,dhfxc,（八角）
󲹲,360,󳜹,4,djhxb,带、领
