word,page,radical,count,code,pinyins,hanyu,hanyukey
󲦺,63,󳜲,4,hhghxm,威宁:mɯ²¹/红河:mo²¹/喜德:mɯ³³/毕节:vɤ²¹,1、（人名用词）；2、表示惊讶；,（人名用词）/表示惊讶；
󲦻,66,󳜲,4,hjthxn,禄劝:fa²¹/红河:ʈʼu³³/巍山:fa¹³/喜德:pɿ²¹/隆林:fa²¹/石屏:fær³³,罚,罚
󲦼,66,󳜲,4,hthfxn,石林:frɐ⁵⁵/巍山:fra²¹/禄劝:fro³³/石屏:fro³³/大方:do³³/毕节:do³³、nu³³,可惜,可惜
󲦽,74,󳜲,4,hpghxv,喜德:vu⁵⁵,擂,擂
󲦾,77,󳜲,4,hghtxv,威宁:vu³³/石林:gɯ³³/红河:gɯ³³/巍山:dy²¹/喜德:vur²¹/楚雄:de²¹/禄劝:ɣu²¹/大方:ɣʊ²¹/石屏:gɤ³³/永仁:gɯ³³/隆林:gɯ²¹/盘县:vu²¹,进、入,进、入
󲦿,78,󳜲,4,highxn,石林:tsi³³/红河:tsʅ³³/石屏:tsɿ³³/隆林:dʑɔ⁵³/大方:tʼɯ³³,1、（桌子）；2、（磨担秋）；,（桌子）/（磨担秋）；
󲧀,86,󳜲,4,hghgxz,大方:tsɯ³³/巍山:na⁵⁵/喜德:n̩a³³/盘县:tsɐ⁵⁵/大方:nʊ³³/毕节:dzi³³,（集中精力）听,（集中精力）听
󲧁,86,󳜲,4,hjhxn,威宁:tsɯ²¹,同时,同时
󲧂,88,󳜲,4,hgvhxn,喜德:tsʼɪ⁵⁵,分数,分数
󲧃,90,󳜲,4,hdxv,禄劝:tsʼe²¹/巍山:ʑe²¹/毕节:tsʼe³³,（臁疮）,（臁疮）
󲧄,99,󳜲,4,hhjxn,威宁:dze³³/巍山:kʼɯ⁵⁵/大方:tɕʼe³³/石林:na³³/隆林:nɯa³³/毕节:dʑe³³、tɕʼe³³,炷,炷
󲧅,99,󳜲,4,hhhhxn,威宁:dze³³/石林:tsʼi²¹/红河:tsʼa³³/巍山:dzɿ²¹/喜德:dzi³³/楚雄:dzɿ²¹/禄劝:dzɚ³³/石屏:tsʼa³³/永仁:tsʼɐ²¹/隆林:dʑə⁵³/盘县:dʑɚ³³/大方:dze³³/毕节:dze³³,腥（气）、膻（味）,腥（气）、膻（味）
󲧆,100,󳜲,4,hvgvxn,禄劝:dzə³³/巍山:tsʼɿ²¹/喜德:dzi³³/盘县:dʑɚ³³/大方:ȵi⁵⁵/毕节:ȵi⁵⁵,潮湿,潮湿
󲧇,104,󳜲,4,hfjxn,威宁:dzu²¹/红河:tsi²¹dzɿ⁵⁵/喜德:sɿ⁵⁵/大方:dze³³/毕节:dzu²¹,密,密
󲧈,101,󳜲,4,hfhxv,威宁:dzo³³/石林:dzo⁵⁵/红河:dzu³³/巍山:ʑy⁵⁵/喜德:dzur³³/禄劝:dzo²¹/大方:dzo³³/石屏:dzur³³/隆林:bɯa⁵⁵/盘县:dzu⁵¹/毕节:dzo³³,1、生长着；2、（人名用词）；,生长着/（人名用词）；
󲧉,104,󳜲,4,hfhxv,威宁:dzu²¹/石林:dzi³³/红河:dzo²¹/石屏:tso⁵⁵/巍山:dʑɪ³³/喜德:dzur³³/禄劝:dzu³³/大方:dzo²¹/石屏:dzo²¹、dza²¹/盘县:dzu³³/毕节:dzu²¹,1、居住；2、（基业）；3、（地名用词）；,居住/（基业）；3、（地名用词）；
󲧊,114,󳜲,4,hgthxn,威宁:se²¹/石林:sʅ³³/红河:se²¹/巍山:ȵi²¹/喜德:si³³/大方:ɕie²¹/石屏:sɛ²¹/永仁:sɿ²¹/隆林:ɕɚ²¹/盘县:ɕɚ²¹/毕节:ɕie²¹,神,神
󲧋,118,󳜲,4,hyggxv,威宁:sɯ³³/红河:nɛ³³/喜德:sɯ³³/禄劝:su³³/大方:sɯ³³/石屏:sɤ³³/隆林:ɕɯ⁵³/毕节:sɿ³³,1、（木炭）；2、（樟木）；3、（香杉）；,（木炭）/（樟木）；3、（香杉）；
󲧌,119,󳜲,4,hgghxn,石屏:sɤ²¹/巍山:pʼi²¹/大方:pʼi²¹/毕节:so³³,（行动）迟缓、慢,（行动）迟缓、慢
󲧍,119,󳜲,4,hghhxn,石屏:sɤ²¹/石屏:sɤ²¹、sɤ²¹/大方:m̩²¹/毕节:so³³,雄伟,雄伟
󲧎,120,󳜲,4,hfhxn,威宁:sɿ³³/石林:sɤ³³/红河:sɤ³³/巍山:tʼu³³/喜德:se³³/楚雄:se³³/禄劝:sə²¹/石屏:sɤ³³/永仁:se³³/隆林:ɕɯa⁵³/大方:ɕi³³/毕节:ɕi³³,抚摸,抚摸
󲧏,124,󳜲,4,hjjxz,威宁:zɯ³³/石林:ʐɯ³³/石林:ʐɯ²¹/红河:dʐɛ²¹/巍山:ʐeŋ²¹/喜德:ndzi²¹/禄劝:ndzʼɚ⁵⁵/石屏:zɤ²¹/盘县:zɿ⁵⁵/大方:za¹³/毕节:zɿ³³,忍,忍
󲧐,128,󳜲,4,hthhxz,威宁:te¹³/石林:go³³/红河:tɛ⁵⁵/巍山:gu²¹/喜德:ŋgɔ³³/楚雄:bu³³/禄劝:to⁵⁵/大方:te³³/石屏:tæ²¹/永仁:bu³³/隆林:gu⁵³/毕节:te³³,绣（花）,绣（花）
󲧑,129,󳜲,4,hjrxb,大方:te¹³/红河:te²¹/盘县:tɪ²¹/毕节:dɪ¹³,（舂）融,（舂）融
󲧒,130,󳜲,4,hghuxb,威宁:ta²¹/石林:va³³/红河:te³³/巍山:liɐ²¹/喜德:tɔ³³/楚雄:te³³/禄劝:ta²¹/大方:ta²¹/石屏:te³³/永仁:te³³/隆林:lɯa²¹/毕节:ta²¹,（双手）围，抱（量词）,（双手）围，抱（量词）
󲧓,136,󳜲,4,hhfxb,石林:tɯ³³/石屏:tɯ³³/巍山:ʑɪ²¹/大方:za¹³/毕节:z¹³,下,下
󲧔,143,󳜲,4,hghgxb,石屏:tʼᴀ²¹/巍山:t/石屏:iɔ³³、kɔ³³/大方:tsʼo³³,剃（头）修（面）,剃（头）修（面）
󲧕,148,󳜲,4,hjjxn,威宁:tʼɯ²¹/喜德:dʑe⁵⁵/石屏:tʼɯ³³/大方:tʼɯ³³/毕节:tʼɤ³³,（清晰明亮）,（清晰明亮）
󲧖,157,󳜲,4,hhghxv,威宁:do¹³/红河:pɤ³³/巍山:pe⁵⁵（xa²¹）/喜德:pa⁵⁵（tɕiɿ²¹）/石屏:pær³³/永仁:do³³/隆林:dɔ⁵⁵/大方:dɐ¹³/毕节:do²¹,（算了，罢了）,（算了，罢了）
󲧗,162,󳜲,4,hghpgxn,威宁:dɯ³³/毕节:dɤ³³,愁闷,愁闷
󲧘,162,󳜲,4,hhfxc,红河:dɤ³³/石屏:dɤ³³,（龙胆草）,（龙胆草）
󲧙,163,󳜲,4,hghhxn,红河:dɤ²¹/石屏:dɯ²¹/盘县:dɯ²¹/隆林:dɯ²¹/大方:bi²¹/毕节:di³³,（草果；缓和）,（草果；缓和）
󲧚,169,󳜲,4,hfthxn,威宁:ndɯ³³/红河:dɤ³³/禄劝:ndʼə³³/石屏:dɤ³³/盘县:ndɐ³³/大方:ɴɯ³³/毕节:ɴɤ³³,儴解,儴解
󲧛,171,󳜲,4,hhfxn,威宁:ndie²¹、ka⁵⁵/大方:ndi³³/石屏:de²¹/盘县:ndɪ²¹/毕节:ndi²¹,能装,能装
󲧜,172,󳜲,4,hhthxn,禄劝:ne⁵⁵/石林:tse⁵⁵/石屏:ɿɛ³³/大方:tsa¹³,绩（麻）,绩（麻）
󲧝,173,󳜲,4,hthkx,禄劝:ne³³/石屏:ȵe³³/巍山:bɯ³³/盘县:nb³³/隆林:nɚ⁵⁵/大方:nɯ³³/毕节:nɤ³³,芽,芽
󲧞,173,󳜲,4,hhhgxc,禄劝:ne³³/红河:dze³³/楚雄:bo²¹/石屏:pe³³/永仁:væ⁵⁵/喜德:pu³³/隆林:pʼo²¹/大方:mn²¹/毕节:ne³³,坡,坡
󲧟,173,󳜲,4,hjhxn,大方:ne³³/巍山:tʂʼɿ²¹/毕节:nɤ³³,朋友,朋友
󲧠,173,󳜲,4,hyhjxv,威宁:ne³³/石林:（mi³³）nɛ²¹/红河:nɛ³³/巍山:ga⁵⁵,近,近
󲧡,174,󳜲,4,hhogxc,喜德:nɛ⁵⁵/石屏:nur²¹,（灰彩页）,（灰彩页）
󲧢,178,󳜲,4,hyjxc,威宁:no¹³/石林:no³³/红河:no⁵⁵/巍山:na⁵⁵/喜德:na²¹/楚雄:no²¹/禄劝:no³³/大方:nɐ³³/石屏:no⁵⁵/永仁:no⁴⁴/隆林:no³³/盘县:nu³³/毕节:nu³³,鼻,鼻
󲧣,179,󳜲,4,hfggxc,威宁:nʊ⁵⁵/石林:ɤo⁵⁵/红河:se²¹/巍山:na²¹/喜德:ʐu³³/禄劝:ɳɯ³³/大方:tu⁵⁵/石屏:bɛ³³、tɤ³³/永仁:ʐu²¹/毕节:nu⁵⁵,逗（小孩）,逗（小孩）
󲧤,182,󳜲,4,hjgxc,威宁:nɯ³³/石林:nɯ²¹/红河:ne³³/巍山:ʑy⁵⁵/喜德:ni³³/楚雄:bɯ³³/禄劝:ne³³/大方:nɯ³³/石屏:ȵe³³/隆林:nə⁵³/盘县:nb³³/毕节:nɤ³³,（植物）出芽,（植物）出芽
󲧥,184,󳜲,4,hyjxb,红河:nɤ⁵⁵,1、硝（名词）；2、硝（动词）,硝（名词）/硝（动词）
󲧦,184,󳜲,4,hjgxv,威宁:ɬi⁵⁵/石林:ɬi⁵⁵/红河:ɬi²¹/楚雄:li⁵/禄劝:ɬi⁵⁵/石屏:sɿ²¹/永仁:li⁵⁵/隆林:li⁵⁵/盘县:ɬi⁵⁵/大方:ɬi⁵⁵/毕节:ɬi⁵⁵,秧（苗）,秧（苗）
󲧧,184,󳜲,4,hhhgxc,威宁:ɬi³³/石林:ɬɿ⁵⁵/红河:ɬi³³/巍山:lɿ³³/喜德:lɿ³³/楚雄:li⁵⁵/禄劝:ɬi²¹/石屏:ɬi³³/永仁:li⁵⁵/隆林:li⁵³/盘县:ɬi⁵⁵/大方:ɬi³³/毕节:ɬi³³,孙,孙
󲧨,190,󳜲,4,hhfxv,威宁:ɬie¹³/石林:ɬɤ⁵⁵/红河:ɬi³³/巍山:tiŋ⁵⁵/喜德:ɬi⁵⁵/禄劝:tsʼe³³/石屏:ɬɤr²¹/隆林:ɬɯa⁵⁵/盘县:ɬi²¹/大方:ɬi¹³/毕节:ɬi¹³,电,电
󲧩,191,󳜲,4,hgjxz,威宁:li⁵⁵/红河:be²¹/巍山:bi²¹/禄劝:li⁵⁵/石屏:be²¹/永仁:bie/隆林:bɔ⁵³/盘县:li⁵⁵/大方:li⁵⁵,（散）乱,（散）乱
󲧪,194,󳜲,4,hdthxn,威宁:ly²¹/大方:ɳdɐ²¹,（楼枕）,（楼枕）
󲧫,200,󳜲,4,hsghxv,石屏:lu⁵⁵/大方:du³³,（坑道）,（坑道）
󲧬,208,󳜲,4,hghjxn,威宁:ʈo²¹/石林:dlo²¹/红河:ɬɤ³³/巍山:xɐ³³/喜德:tɕo³³/楚雄:lə³³/禄劝:ʈɔ²¹/石屏:（so³³）lɛ³³/隆林:ndaɯ²¹/大方:ʈo²¹/毕节:ʈo²¹,1、松；2、宽松；,松/宽松；
󲧭,223,󳜲,4,hhghxn,大方:ɳɖɛ¹³,较量,较量
󲧮,225,󳜲,4,hgggxb,威宁:tʂe⁵⁵/巍山:kʼᴀ⁵⁵/喜德:ma³³/石屏:tsʼɿ²¹/大方:ndɯ²¹/毕节:tɕʼu⁵⁵,（遮）挡,（遮）挡
󲧯,233,󳜲,4,hjdxz,威宁:tʂʼa⁵⁵/红河:dʑe²¹/巍山:（dʐo²¹）da⁵⁵/喜德:sɪ²¹/禄劝:dʐe²¹/石屏:dʑe²¹/永仁:dzu²¹（tsi⁵⁵）/隆林:dʑe²¹/盘县:tsʼa⁵¹/大方:tsʼa⁵⁵/毕节:tʂʼa⁵⁵,祭献,祭献
󲧰,252,󳜲,4,hjghxb,威宁:ɳdʐu²¹/石林:dʐɐ³³/红河:dʐo⁵⁵/巍山:dʑe⁵⁵/喜德:dʐa³³/楚雄:dʐu³³/禄劝:dʐo³³/石屏:dzo⁵⁵/永仁:dʐu³³/盘县:dzu²¹/大方:dzo³³/毕节:ndʐu³³,（麻）雀,（麻）雀
󲧱,253,󳜲,4,hphgxn,威宁:ɳdʐɯ³³/禄劝:dza⁵⁵/大方:tɕʼi⁵⁵/石屏:tsʼɿ²¹/盘县:dzɐ³³/隆林:ndʑə⁵³/毕节:ndʐʅ³³,填塞,填塞
󲧲,255,󳜲,4,hzggxn,威宁:ʂe³³/石林:ʂᴀ³³/红河:（be³³）ɕa³³/巍山:ha³³/喜德:la⁵⁵/楚雄:bɛ²¹/禄劝:ʂɚ²¹/大方:ɖa³³/石屏:sæ³³/永仁:dzɔ³³/隆林:pʼe⁵³/毕节:xe³³,（纸张、衣服）破烂,（纸张、衣服）破烂
󲧳,259,󳜲,4,hghvxb,威宁:ʂo²¹/大方:so¹³/禄劝:tsʼʊ⁵⁵/盘县:sʊ⁵¹/喜德:ɣo³³/隆林:ɕɯ⁵³,1、葱；2、（象声词）,葱/（拟声词）
󲧴,260,󳜲,4,hfhxz,威宁:ʂu³³/喜德:ʂu³³/楚雄:mə⁵⁵/禄劝:ʂu³³/大方:sʊ³³/石屏:dzo²¹/巍山:pʼe²¹/隆林:ɕo⁵³/盘县:su²¹/毕节:ʂu³³,（尾）巴,（尾）巴
󲧵,262,󳜲,4,hhghxz,威宁:ʂʊ¹³/红河:tɕo²¹/巍山:dʐʊ²¹/喜德:tʂo³⁴/楚雄:tʂo³³/禄劝:dzɔ³³/石屏:sor²¹/永仁:tʂo³³/大方:sʊ³³,赚（钱），挣（钱）,赚（钱），挣（钱）
󲧶,265,󳜲,4,hyhgxn,喜德:ʂʅ²¹,（（彝语北部方言）圣乍次方言）,（（彝语北部方言）圣乍次方言）
󲧷,267,󳜲,4,hghhxz,威宁:tɕi³³/大方:tɕi³³/喜德:tɕi³³/毕节:tɕi³³,1、锦；2、（锦江）,锦/（锦江）
󲧸,268,󳜲,4,hhggxz,威宁:tɕi¹³/红河:tɕi²¹/巍山:kɯ⁵⁵/喜德:tɕɬ³³/楚雄:tɕi⁵⁵/禄劝:tɕi³³/大方:tɕi³³/石屏:tɕi⁵⁵/永仁:tɕi⁵⁵/隆林:tɕi³³/盘县:tɕi³³/毕节:tɕi³³,炼,炼
󲧹,269,󳜲,4,hghgxn,威宁:tɕi¹³/红河:tɕi²¹/巍山:kɯ⁵⁵/喜德:tɕɬ³³/楚雄:tɕi⁵⁵/禄劝:tɕi³³/大方:tɕi³³/石屏:tɕi⁵⁵/永仁:tɕi⁵⁵/隆林:tɕi³³/盘县:tɕi³³/毕节:tɕi³³,1、紧；2、忙；3、（着）急；,紧/忙；3、（着）急；
󲧺,269,󳜲,4,hhhpxn,威宁:tɕi¹³/大方:tɕi³³btɕi³³,遗传,遗传
󲧻,270,󳜲,4,hgthxv,威宁:tɕɪ³³/红河:tɕe⁵⁵/禄劝:tɕe³³/大方:tɕi³³stɕe⁵⁵/喜德:la⁵⁵/毕节:tɕi³³,茶,茶
󲧼,270,󳜲,4,hgghxn,威宁:tɕɪ¹³/巍山:ʐeŋ²¹/石屏:dzɛ²¹/喜德:ndzɿ²¹/毕节:tɕi³³,忍（饿）,忍（饿）
󲧽,271,󳜲,4,hgfxv,红河:tɕe⁵⁵,（酸角）,（酸角）
󲧾,272,󳜲,4,hghfxn,喜德:tɕɛ³³/石屏:le³³/盘县:dʑi³³/大方:dʑi³³/毕节:tɕi³³,制度，规矩，法律，原则,制度，规矩，法律，原则
󲧿,280,󳜲,4,hjthxv,威宁:tɕʼy⁵⁵/石林:si²¹/红河:tsʼɿ²¹/巍山:（tsʼɿ）fu²¹/喜德:tsʼɿ²¹（mo²¹）/楚雄:tsʼɿ²¹（pə³³）/禄劝:tsʼɯ⁵⁵/大方:se³³/石屏:tsʼɿ²¹/永仁:bɯ²¹/隆林:tɕʼɯ⁵⁵/盘县:tsʼɿ⁵⁵/毕节:tɕʼi⁵⁵,肺,肺
󲨀,280,󳜲,4,hqqhxv,威宁:tɕʼy⁵⁵/红河:tsʼʅ²¹/石屏:tsʼɿ²¹/盘县:tsʼɿ⁵⁵/大方:tɕʼi⁵⁵/毕节:tɕʼi⁵⁵,（气）阻,（气）阻
󲨁,280,󳜲,4,hpghxn,威宁:tɕʼy⁵⁵/大方:tɕʼi⁵⁵/毕节:tɕʼi⁵⁵,1、粉青色；2、花白色；,粉青色/花白色；
󲨂,283,󳜲,4,hgggxn,威宁:tɕʼo¹³/石林:ko²¹/红河:tɕʼu³³/巍山:kʼo²¹/喜德:fu⁵⁵/楚雄:tɕʼu⁵⁵/禄劝:tɕʼo⁵⁵/大方:tɕʼo¹³/石屏:tsʼur²¹/永仁:kʼo²¹/隆林:tɕʼou⁵⁵/盘县:tsʼur²¹/毕节:tɕʼo¹³,1、六；2、六祖；,六/六祖；
󲨃,289,󳜲,4,hjhxm,威宁:dʑɪ¹³/红河:kʼa²¹/巍山:kʼa²¹/大方:dʑi¹³/石屏:kʼær²¹/隆林:kʼa⁵⁵/毕节:dʑɪ¹³,缺,缺
󲨄,293,󳜲,4,hjexv,威宁:dʑʊ²¹/大方:kʼu⁵⁵/巍山:dʑi²¹/毕节:dʑʊ²¹,怀孕,怀孕
󲨅,297,󳜲,4,hhhdxm,喜德:ȵdʑɔ³³/巍山:ɕy²¹/大方:sɯ³³/毕节:ȵa³³,1、走动；2、散步；,走动/散步；
󲨆,297,󳜲,4,hjhxn,威宁:ȵdʑu³³/红河:dʊ³³/巍山:mao⁵⁵/喜德:bu³³/楚雄:pʼu²¹/禄劝:do²¹/大方:do³³/石屏:dɯ³³/永仁:tʊ³³/隆林:dou⁵³/毕节:ȵdʑu³³,（向上）冒,（向上）冒
󲨇,303,󳜲,4,hkxz,威宁:ȵy²¹/石林:ni⁴⁴/红河:ȵɯ⁵⁵/喜德:ȵɿ³³/楚雄:ny⁵⁵/禄劝:ȵɯ²¹/大方:ȵi²¹/石屏:nɯ⁵⁵/永仁:mu²¹/隆林:ȵi²¹,1、青；2、（地支）；3、（人名用词）；4、（地名用词）；,青/（地支）；3、（人名用词）；4、（地名用词）；
󲨈,303,󳜲,4,hfffxn,威宁:ȵa³³/石林:dlɤ⁴⁴/红河:dɤ³³/巍山:kʼɯ³³/喜德:tu⁵⁵/楚雄:tʼu⁵⁵/禄劝:ȵa²¹/大方:ȵa³³/石屏:dɤr³³/永仁:tʼu²¹/隆林:ȵe⁵³/毕节:ȵa³³,踩,踩
󲨉,308,󳜲,4,hghhxn,喜德:ɕo²¹,（从上下滑）声,（从上下滑）声
󲨊,312,󳜲,4,hghgxn,威宁:ʑɪ²¹/大方:xo⁵⁵/巍山:sa⁵⁵/喜德:ʂa³³,谢谢,谢谢
󲨋,320,󳜲,4,hjixz,喜德:kɛ³³/禄劝:kʼə⁵⁵/石屏:kʼɤ³³/永仁:kʼe¹³/毕节:ke¹³,1、（领）牌；2、古怪；,（领）牌/古怪；
󲨌,324,󳜲,4,hhghxn,威宁:ko²¹,（保）佑,（保）佑
󲨍,336,󳜲,4,hhppxn,喜德:kʼo²¹/大方:tʼu³³/毕节:tʂʼo²¹,小时,小时
󲨎,339,󳜲,4,hgghxn,禄劝:kʼɯ⁵⁵/红河:ŋɤ²¹/石屏:du²¹/大方:me¹³/毕节:tʂʼu³³,糊（焦）,糊（焦）
󲨏,344,󳜲,4,hhggxn,威宁:go¹³/红河:dʑo³³/喜德:gu⁵⁵/禄劝:gor⁵⁵/石屏:dzo³³/隆林:dʑɔ⁵³/大方:go¹³/毕节:do¹³,犁（名词）,犁（名词）
󲨐,351,󳜲,4,hhhhxz,喜德:ŋga²¹/石屏:dʑe³³（ʔi³³）/毕节:ŋga¹³,（屋檐下）,（屋檐下）
󲨑,361,󳜲,4,hjgxz,威宁:xe²¹/红河:ba³³/巍山:xa⁵⁵/喜德:sɛ³³/禄劝:xç²¹/大方:xɯ²¹/石屏:bær³³/盘县:xɚ⁵¹/隆林:ba⁵³/毕节:xe²¹,小（路），毛（路）；,小（路），毛（路）；
󲨒,363,󳜲,4,hhphxn,威宁:xo²¹/石林:xɐ³³/红河:xo²¹/巍山:xᴀ³³/喜德:li²¹/楚雄:xo³³/禄劝:xor²¹/大方:xo²¹/石屏:xo²¹/盘县:xo⁵¹/隆林:lɚ⁵⁵/毕节:xo²¹,大象,大象
󲨓,363,󳜲,4,hdddxv,威宁:xo³³/石林:xɤ³³/红河:fa³³/巍山:xɔ³³/禄劝:ȵdʑʼo²¹/大方:tɕʊ³³/石屏:fu³³/隆林:xu²¹/毕节:tɕu³³xo³³,康复,康复
󲨔,371,󳜲,4,huhhxz,喜德:ɣɔ²¹/红河:ɣo²¹/巍山:ɯa¹³/石屏:ʔo²¹/盘县:pa²¹/毕节:ɣo¹³,（语气词）,（语气词）
󲨕,380,󳜲,4,hhbxn,威宁:hɪ⁵⁵/红河:xe⁵⁵/禄劝:hi⁵⁵/大方:hi⁵⁵/石屏:xe⁵⁵/盘县:hɪ⁵⁵/隆林:hi²¹/毕节:hi⁵⁵,九节狸；黄腰狸；白面狸；花狸；,九节狸；黄腰狸；白面狸；花狸；
󲨖,381,󳜲,4,hgjxn,威宁:hɪ²¹/禄劝:ɳdʐʼe²¹/大方:hi²¹/石屏:tɕʼe²¹/毕节:he³³,畜牲（古语）,畜牲（古语）
󲨗,386,󳜲,4,hfvxn,威宁:ho³³/红河:xu³³/石屏:xur³³/巍山:paŋ⁵⁵/喜德:vu³³/大方:ho³³/毕节:hio³³,1、拌；2、调；,拌/调；
󲨘,390,󳜲,4,hghhxz,威宁:hɯ¹³/石屏:tsʼu³³/巍山:ɕue¹³/大方:so³³,削（尖）,削（尖）
󲨙,1,󳜲,5,hhgihxn,威宁:pi⁵⁵/石林:pi⁵⁵/红河:pi²¹/巍山:tsʼɿ/喜德:go⁵⁵/楚雄:pi⁵⁵/禄劝:pi⁵⁵/大方:pie⁵⁵/石屏:pi²¹/永仁:pi⁵⁵/隆林:pi²¹/盘县:pi⁵⁵/毕节:pi⁵⁵,关，闭,关，闭
󲨚,1,󳜲,5,hghghxn,威宁:pi³³/禄劝:pi³³/隆林:pi²¹/大方:pi³³/毕节:pi³³,（乒乒砰砰）,（乒乒砰砰）
󲨛,6,󳜲,5,hfhdxz,威宁:pa³³/石林:ʑɛ³³/红河:pɤ²¹/巍山:dzɿ⁵⁵/喜德:ɤo³³/禄劝:dzu³³/石屏:dzo⁵⁵/隆林:ɤa²¹/大方:ndi²¹/毕节:ndi²¹,群（量词）,群（量词）
󲨜,17,󳜲,5,hghhixn,威宁:pʼi³³/石林:pu³³/红河:po³³/巍山:pʼi²¹/喜德:pʼɿ²¹/楚雄:pʼi²¹/禄劝:pʼi²¹/石屏:bu²¹/永仁:pʼi²¹/大方:pu⁵⁵/盘县:pʼʊr²¹、pu⁵⁵,（臀部）,（臀部）
󲨝,19,󳜲,5,hgjgxn,威宁:pʼɪ³³/石林:li⁵⁵/红河:pa³³/巍山:tɕʼi⁵⁵/喜德:li⁵⁵/楚雄:li³³/大方:pʼɛ³³/石屏:li⁵⁵/隆林:lei⁵⁵/毕节:tu³³,翘,翘
󲨞,19,󳜲,5,hhgghxm,威宁:pʼɪ¹³/石林:pʼi²¹/红河:pʼi²¹/巍山:pʼi²¹/喜德:li⁵⁵/楚雄:pʼɛ³³/禄劝:pʼi⁵⁵/石屏:pʼi²¹/永仁:lɔ⁵⁵/盘县:pʼi²¹/隆林:pʼei⁵⁵/大方:go¹³/毕节:go¹³,（剖）开,（剖）开
󲨟,20,󳜲,5,hfhgxn,威宁:pʼe²¹/红河:pʼɛr³³/喜德:tsʼi³³/大方:pʼɯ²¹/石屏:pʼɛr³³、pʼɛ²¹/永仁:pe³³,落（使动）,落（使动）
󲨠,31,󳜲,5,hththxn,盘县:bɪ⁵⁵/红河:dɛ³³/巍山:tsʼuo³³/盘县:bɪ⁵⁵/大方:kue²¹bŋe³³,（芋头）,（芋头）
󲨡,33,󳜲,5,hhghgxz,红河:be²¹/石屏:be²¹,彗（星）,彗（星）
󲨢,35,󳜲,5,hyfdxm,威宁:ba¹³,（离开群体）,（离开群体）
󲨣,39,󳜲,5,hjruxn,威宁:bu³³/石林:ɬɐ³³/红河:ne²¹/巍山:ȵi²¹/喜德:ȵi⁵⁵/楚雄:ne²¹/禄劝:nu⁵⁵/石屏:ȵe²¹/永仁:ne²¹/隆林:ɬo³³/毕节:bu³³,鬼,鬼
󲨤,42,󳜲,5,hkqxn,威宁:bu²¹/大方:bu³³/毕节:bu²¹,（蝴蝶）,（蝴蝶）
󲨥,44,󳜲,5,hghhhxz,威宁:bʊ²¹,（监狱）,（监狱）
󲨦,44,󳜲,5,hgkxn,威宁:bʊ²¹/红河:bo²¹/大方:bu²¹/石屏:bo³³/隆林:bɔ³³,帮（名词）,帮（名词）
󲨧,46,󳜲,5,hhkxz,大方:mbe⁵⁵/巍山:kʼuŋ²¹/喜德:mbi⁵/盘县:mbɚ⁵⁵/隆林:tɕɔ⁵⁵/毕节:mbɪ³³,捆（量词）,捆（量词）
󲨨,54,󳜲,5,hkhggxn,威宁:me²¹/石林:mɪ³³/红河:mi²¹/巍山:mi⁵⁵/禄劝:e²¹/喜德:mi²¹/楚雄:mi³³/大方:mie²¹/石屏:me²¹/永仁:mi³³/隆林:me²¹/盘县:mi⁵¹/毕节:mie²¹,（核桃）,（核桃）
󲨩,54,󳜲,5,hhoghxm,红河:me²¹/喜德:ʂu⁵⁵/隆林:mi²¹,1、忘记（了）；2、（老鼠）；,忘记（了）/（老鼠）；
󲨪,55,󳜲,5,hfjxv,威宁:ma¹³/石林:me²¹/红河:me²¹/巍山:mɪ²¹/喜德:mo⁵⁵/楚雄:me²¹/禄劝:ma⁵⁵/大方:ma¹³/石屏:mer²¹/永仁:ma²¹/隆林:me⁵⁵/盘县:ma²¹/毕节:ma¹³,兵、军,兵、军
󲨫,67,󳜲,5,hhppgxn,喜德:fᴀ⁵⁵/红河:fa²¹/巍山:fa¹³/石屏:fᴀ²¹/永仁:fa¹³/隆林:fa²¹/盘县:fi³³/大方:fa³³,发（给）,发（给）
󲨬,69,󳜲,5,hfhhxn,威宁:vi³³/石林:vi³³/红河:ve⁵⁵/巍山:ʑe²¹/禄劝:ve³³/大方:vi³³/石屏:ve⁵⁵/永仁:lu²¹/盘县:vɪ³³/毕节:vi³³,1、（鬼）作祟；2、冤衍；,（鬼）作祟/冤衍；
󲨭,71,󳜲,5,hihhhxm,威宁:vɪ¹³/石林:vi²¹/红河:vi⁵⁵/巍山:zɿ²¹/喜德:vɿ⁵⁵/楚雄:（a³³）ʑo³³/禄劝:vi⁵⁵/大方:vɛ¹³/石屏:vi³³/永仁:i²¹（mo²¹）/隆林:vei⁵⁵/盘县:vi²¹/毕节:vɪ¹³,1、（弟）兄；,（弟）兄；
󲨮,75,󳜲,5,hokxn,威宁:vu³³/石林:vɐ²¹/红河:ɣo³³/巍山:ɣa²¹/喜德:ɣɯ³³ɣɔ²¹/禄劝:ɣo³³/大方:vu³³/石屏:ɣo³³/永仁:ɣo²¹/隆林:ɣu⁵³/盘县:ɣʊ³³/毕节:vu³³,力,力
󲨯,83,󳜲,5,hjtfxn,威宁:tso⁵⁵/大方:tsɐ¹³/隆林:tɕo¹³/毕节:tsu⁵⁵,（灶孔）,（灶孔）
󲨰,83,󳜲,5,hjghxn,威宁:tso³³/巍山:ga³³/大方:tɕʼi³³/毕节:tso¹³,（虐待）,（虐待）
