word,page,radical,count,code,pinyins,hanyu,hanyukey
󲨱,89,󳜲,5,hfugxn,威宁:tsʼɪ¹³/红河:tsʼi³³/巍山:pei⁵⁵/喜德:tsʼɿ³³/禄劝:pʼe³³/大方:tsʼɛ¹³/石屏:pe⁵⁵、tɤr³³/盘县:tɕʼi²¹/隆林:tɯa²¹/毕节:tsʼɪ¹³,班、辈,班、辈
󲨲,94,󳜲,5,hghghxb,威宁:tsʼɯ³³/石林:tsʼi³³/红河:ȵe³³/巍山:tʂo³³/喜德:tsʼɿ³³/楚雄:pɯ³³/禄劝:tsʼɯr²¹/大方:ne¹³/石屏:tsʼʅ/永仁:tsʼi³³/隆林:tɕʼaɯ⁵³/盘县:tsʼɿ⁵¹/毕节:tsʼu³³,捏,捏
󲨳,95,󳜲,5,hddghxn,威宁:tsʼɯ³³/石林:tsʼɯ³³/红河:tsu²¹/巍山:tso³³/喜德:tsʼɿ³³/楚雄:ȵi⁵⁵/禄劝:xɤr²¹/石屏:xɤ²¹/永仁:xe³³/隆林:tɕʼaɯ⁵³/大方:ne¹³/毕节:tsʼu³³,挤（奶）,挤（奶）
󲨴,113,󳜲,5,hhgthxn,威宁:se³³/石林:sʅ⁵⁵/红河:sa³³/巍山:ɕɛ²¹/喜德:tɕi⁵⁵/楚雄:ʂə⁵⁵/禄劝:sç³³/大方:sɯ³³/石屏:sɛ³³/永仁:sɛ⁵⁵/隆林:ɕɔ⁵³/盘县:ɕɚ³³/毕节:se³³,磨,磨
󲨵,119,󳜲,5,hhghyxn,威宁:sɯ²¹/红河:tʼɛ²¹/楚雄:tʼɛ³³/禄劝:tʼç²¹/石屏:tʼɛ/永仁:tæ³³/盘县:ɕɿ²¹/毕节:sɿ³³,癫痫病,癫痫病
󲨶,122,󳜲,5,hthghxn,威宁:ze⁵⁵/石林:ɬɛ³³/红河:tɛ⁵⁵/巍山:ku²¹/喜德:zɛ⁵⁵/楚雄:li³³/禄劝:zɚ⁵⁵/石屏:tɛ⁵⁵/永仁:li³³/隆林:ʑɚ⁵⁵,林,林
󲨷,123,󳜲,5,hghpgxn,威宁:zu²¹/石林:zɿ³³/红河:zo²¹/巍山:zɿ³³/喜德:zu²¹/楚雄:zu³³/禄劝:zu²¹/大方:zʊ²¹/石屏:zo²¹/永仁:zu³³/隆林:ʑɔ²¹/盘县:zu²¹/毕节:zu²¹,大麦,大麦
󲨸,131,󳜲,5,hhghhxn,禄劝:to⁵⁵/红河:dʐa³¹/巍山:pᴀ⁵⁵/大方:ɬo³³/毕节:ɬu³³,换（工）,换（工）
󲨹,136,󳜲,5,hhgfxb,威宁:tɯ³³/石林:tɯ³³/喜德:lo²¹/禄劝:ɳɔ²¹/石屏:tu²¹/大方:ndɯ²¹/毕节:tɤ³³,（围）堵（古语）,（围）堵（古语）
󲨺,136,󳜲,5,hjjxn,威宁:tɯ³³/石林:vɐ⁵⁵/红河:tɯ³³/巍山:kᴀ³³/喜德:si²¹、tʂʼɿ²¹/楚雄:Ve³³/禄劝:ɕe²¹/大方:tɐ³³/石屏:tɯ³³/永仁:Vu³³/隆林:taɯ⁵³/盘县:tɿ⁵¹/毕节:tu³³,1、拿着；2、握；,拿着/握；
󲨻,139,󳜲,5,hjggxc,威宁:tʼi²¹/红河:tʼi²¹/喜德:（a⁵⁵）tsʼɤ³³/禄劝:tɕʼi⁵⁵/石屏:tʼi²¹/隆林:tɕei²¹/大方:tɕi⁵⁵/毕节:tɕʼy⁵⁵,喷嚏,喷嚏
󲨼,140,󳜲,5,hghghxz,威宁:tʼy⁵⁵/红河:to²¹/巍山:（ʔu²¹）xɯ⁵⁵/巍山:dʑi³³/禄劝:ɳdʼo⁵⁵/大方:tʼi⁵⁵/石屏:to²¹、tʼᴀ³³/永仁:di²¹/隆林:tʼe⁵⁵/毕节:tʼi⁵⁵,累，疲倦,累，疲倦
󲨽,140,󳜲,5,hhgghxn,威宁:tʼy³³/红河:tʼa²¹/石屏:tʼᴀ²¹、tɕʼi²¹/盘县:ti³¹/隆林:tɯ⁵³/喜德:o⁵⁵/大方:tʼi³/毕节:tʼi³³,下方,下方
󲨾,143,󳜲,5,hfhgxn,大方:tiɐ³³/巍山:fi³³/毕节:tʼu³³,（加盐佐料）泡,（加盐佐料）泡
󲨿,150,󳜲,5,hfghxz,红河:tʼɤ³³/石屏:tʼɤ³³/毕节:tʼɤ¹³,死板，不灵活,死板，不灵活
󲩀,151,󳜲,5,hghdhxn,威宁:dɪ³³/石林:nɤ²¹/红河:nɤ²¹/巍山:ȵi²¹/喜德:ȵɛ⁵⁵/禄劝:dɚ³³/石屏:dæ³³、tɤ²¹/永仁:da³³/隆林:ndɚ⁵³/大方:dɛ³³/毕节:bɪ³³,割,割
󲩁,153,󳜲,5,hghghxn,威宁:de²¹/石林:du²¹/红河:de²¹/巍山:（a²¹pɯ⁵⁵）/喜德:（a²¹）ɬɿ³³lɖɯ⁵⁵/石屏:xe⁵⁵/隆林:di²¹/毕节:de³³,鸽子，斑鸠,鸽子，斑鸠
󲩂,162,󳜲,5,hjhhxn,威宁:dɯ³³/大方:pa⁵⁵/毕节:du²¹,（背扇）,（背扇）
󲩃,165,󳜲,5,hkhxn,威宁:ndɪ³³/红河:dʑa²¹/石屏:dzær²¹/毕节:ndɪ³³/毕节:ndɪ³³,（火）镰，（火石）,（火）镰，（火石）
󲩄,167,󳜲,5,hjppxz,威宁:ndo³³/石林:tɤ⁵⁵/红河:tɤ⁵⁵/喜德:ŋdʐu³³/喜德:dʐə²¹/禄劝:ɕa⁵⁵/石屏:tsʼɛ³³/永仁:te³³/盘县:ndo⁵⁵/毕节:ndo³³,镶,镶
󲩅,171,󳜲,5,hjggxb,喜德:ni²¹/盘县:nɚ⁵¹/隆林:ni³³/毕节:nɪ²¹,肮脏，污染,肮脏，污染
󲩆,185,󳜲,5,hgjgxn,威宁:ɬi²¹/巍山:du⁵⁵/大方:ndo²¹,吸（烟）,吸（烟）
󲩇,192,󳜲,5,hvfhxn,威宁:li³³/石林:lɤ²¹/红河:lɤ²¹/巍山:lui³³/喜德:tʼu³³/禄劝:lɤr⁵⁵/石屏:lɤ²¹/永仁:lɤ²¹/隆林:tʼɔ²¹/大方:li¹³,寻觅（踪迹）,寻觅（踪迹）
󲩈,212,󳜲,5,hhhhkxm,威宁:ʈʼɪ¹³,跳,跳
󲩉,221,󳜲,5,hthhdxm,威宁:ɖɯ³³/石屏:so²¹/大方:ɖʅ³³/毕节:ɖɿ³³/毕节:ɖʅ³³,1、舒适；2、（补药）；,舒适/（补药）；
󲩊,230,󳜲,5,hhghgxc,威宁:tʂɯ¹³/石林:tʂʅ⁵⁵/红河:tʂʅ⁵⁵/巍山:tsʼɿ²¹/喜德:tɕɿ⁵⁵/楚雄:tʂʼi⁵⁵/禄劝:tʂɯr⁵⁵/石屏:tsɿ²¹/永仁:tʂi²¹/隆林:tɕaɯ⁵⁵/盘县:tsɿ²¹/大方:tsɐ¹³/毕节:tʂu¹³,吸吮,吸吮
󲩋,233,󳜲,5,hhhggxn,威宁:tʂʼe⁵⁵/毕节:tʂʼe⁵⁵,1、敬奉；2、祝（酒）；,敬奉/祝（酒）；
󲩌,240,󳜲,5,hghghxn,威宁:tʂʼʅ³³/石林:tʂʼi²¹/红河:tʂʼɿ³³/巍山:pa³³/喜德:hɯ³³/楚雄:ŋo⁵⁵/禄劝:tʂʼʅ³³/石屏:tɕʼi³³/永仁:tɕʼi²¹/隆林:tɕʼi⁵³/盘县:tsʼi³³/大方:ɬɪ⁵⁵/毕节:tʂʼʅ³³,贷、借（不还原物的借）,贷、借（不还原物的借）
󲩍,246,󳜲,5,hqqqhxv,毕节:dʐɯ²¹/石屏:nᴀ²¹/大方:dzɿ²¹/毕节:dʐɿ²¹,庶（民）,庶（民）
󲩎,248,󳜲,5,hjgpxc,威宁:ɳdʐe²¹/红河:dʑu²¹/隆林:ndʑɯ⁵⁵/大方:ndze²¹/毕节:ndʐe²¹,（豆腐）,（豆腐）
󲩏,249,󳜲,5,hhgfxb,威宁:ɳdʐa³³/红河:tʼu³³/红河:tʂʼʅ²¹/巍山:tʂʼɯ¹³/石屏:tsʼɿ²¹/永仁:tʂʼi²¹/大方:tsʼɪ³³/毕节:tɕʼi³³,尺（度）,尺（度）
󲩐,251,󳜲,5,hhghhxv,威宁:ɳdʐu¹³,恶龙,恶龙
󲩑,255,󳜲,5,hykxv,禄劝:ʂe³³,（鲸鱼）,（鲸鱼）
󲩒,262,󳜲,5,ghthdxm,威宁:ʂɯ⁵⁵/红河:nɤ⁵⁵/巍山:ȵɪ²¹/喜德:sɿ²¹/禄劝:ʂe⁵⁵/大方:sɿ⁵⁵/石屏:ȵe²¹/隆林:ne⁵⁵/毕节:ʂʅ⁵⁵,瘦（肉），精（肉）,瘦（肉），精（肉）
󲩓,267,󳜲,5,hjkxb,石屏:tɕi⁵⁵/红河:tɕe²¹/大方:kue²¹/毕节:tɕi⁵⁵,（燕子）；（叽里，蟋蟀叫声）,（燕子）；（叽里，蟋蟀叫声）
󲩔,267,󳜲,5,hhgghxc,喜德:tɕi³³/石屏:tɕi⁵⁵/毕节:tɕi⁵⁵,禁止,禁止
󲩕,268,󳜲,5,hghpgxc,威宁:tɕi¹³/大方:tɕi³³/毕节:tɕi³³,兆（数词）,兆（数词）
󲩖,269,󳜲,5,hkhxz,威宁:tɕɪ⁵⁵/红河:tɕa²¹/石屏:tsæ²¹/喜德:bu³³/楚雄:dy²¹/盘县:kɚ⁵⁵/大方:kɯ⁵⁵/毕节:ke⁵⁵,传染,传染
󲩗,277,󳜲,5,hghgdxm,威宁:tɕʼi⁵⁵、zu¹³/石林:zi⁴⁴/红河:tʂʼɿ³³/喜德:mu⁵⁵/禄劝:zu⁵⁵/大方:tɕʼi⁵⁵/石屏:tsʼɿ³³/隆林:pʼɚ²¹/毕节:tɕʼi⁵⁵,（生气，发怒）,（生气，发怒）
󲩘,279,󳜲,5,hfhhxz,威宁:tɕʼi¹³/禄劝:dzu²¹/大方:tɕʼy³³/红河:tɕʼi⁵⁵/石屏:tɕʼi²¹/永仁:dzu²¹/隆林:kʼi³³/喜德:kʼɯ⁵⁵/毕节:ʂa¹³,1、栖息；2、穴居；3、群；4；窝,栖息/穴居；3、群；4；窝
󲩙,292,󳜲,5,hgjuxn,威宁:dʑo²¹/石林:dʐi³³/红河:se³³se³³/巍山:tsʼɿ⁵⁵/喜德:tɕɿ²¹/楚雄:tʂʼə⁵⁵/禄劝:dʑɔ²¹/大方:dʑo²¹/石屏:tsɛ⁵⁵dzᴀ²¹/永仁:ʔe³³/隆林:dʑo²¹/盘县:dzo²¹/毕节:dʑo²¹,1、称，衡量；2、量,称，衡量/量
󲩚,299,󳜲,5,hkdxn,禄劝:ȵdʑʼe⁵⁵/石屏:bæ³³/巍山:tʂʼa⁵⁵/喜德:dʑɛ³³/毕节:ȵdʑi⁵⁵,岔开,岔开
󲩛,299,󳜲,5,hghppxn,毕节:ȵdʑie²¹/石屏:ga⁵⁵/巍山:ɕe⁵⁵/盘县:ȵdʑɚ²¹/大方:ȵdʑie²¹,穿串,穿串
󲩜,299,󳜲,5,hgyggxv,禄劝:ȵi³³/红河:bɛ²¹/巍山:ʔm̩²¹/喜德:ȵi³³/毕节:ȵi²¹,（柿子）,（柿子）
󲩝,303,󳜲,5,hthhhxn,红河:ȵe⁵⁵/巍山:fu³³/石屏:ȵe⁵⁵/隆林:kʼɔ⁵³/大方:ko³³/毕节:tso³³,麸（fu）皮,麸（fu）皮
󲩞,317,󳜲,5,hgkxn,禄劝:ʑu⁵⁵/石屏:ʑi⁵⁵/巍山:ʑu⁵⁵,玉,玉
󲩟,331,󳜲,5,hjjhxn,威宁:kʼɪ⁵⁵/红河:kʼɯ²¹/毕节:kʼi⁵⁵,（象声词）（禁不住发笑的声音）,（拟声词）（禁不住发笑的声音）
󲩠,342,󳜲,5,hjghxm,威宁:ga³³/巍山:（ba²¹）ta³³/禄劝:ga⁵⁵/大方:ga³³/石屏:no⁵⁵/永仁:ga²¹gɔ²¹/盘县:ga³³/毕节:da³³,前（后），周（围）,前（后），周（围）
󲩡,351,󳜲,5,hhkxn,威宁:ŋgo³³/红河:go²¹s（tʼi³³）tsɿ²¹/毕节:ŋga¹³,（天井）,（天井）
󲩢,354,󳜲,5,hghhhxz,威宁:ŋgɯ²¹/石林:gɯ³³/红河:dʑi⁵⁵/巍山:dʑy⁵⁵/禄劝:dʑi³³/大方:ŋgɯ²¹/石屏:ɕe⁵⁵/盘县:ŋgɐ²¹/隆林:ŋgɯa²¹/毕节:ŋgɯ²¹,明（天）,明（天）
󲩣,361,󳜲,5,hpfgxc,威宁:xe³³/红河:ɕɤ³³/巍山:ʂa³³/喜德:ʂɿ³³/禄劝:xç²¹/石屏:dɯ³³/大方:xɯ³³/毕节:xe³³,（石）沙,（石）沙
󲩤,368,󳜲,5,hpfhxv,红河:xɤ²¹/石屏:xɤ²¹,（取钱）,（取钱）
󲩥,376,󳜲,5,hjfxv,威宁:ʔa¹³/巍山:kʼa²¹/喜德:（li³³）hi⁵⁵/禄劝:ka⁵⁵/石屏:dʑe³³/永仁:kɔ⁵⁵/大方:ʈa¹³/盘县:ʔar²¹/隆林:ke³³/毕节:ʈa¹³,卡,卡
󲩦,380,󳜲,5,hghjxn,威宁:hɪ¹³/石林:hɤ³¹/红河:xɤr²¹/巍山:hɸ²¹/喜德:hi⁵⁵/楚雄:ȵɛ²¹/禄劝:her⁵⁵/大方:hi¹³/石屏:xɤr²¹/永仁:xɤ²¹/盘县:hɯr²¹/隆林:hɯa⁵⁵/大方:hɯ¹³/毕节:hi¹³,站（立）,站（立）
󲩧,381,󳜲,5,hihhixz,威宁:hɪ¹³/石林:ni⁵⁵/红河:ȵe²¹（pa²¹）/巍山:ʔɯ²¹tmi²¹/楚雄:me²¹/禄劝:ȵe⁵⁵（ko²¹）/大方:mi¹³/石屏:ȵe²¹/永仁:me²¹/隆林:ȵi⁵⁵ŋi⁵⁵/喜德:hi¹³,嘴,嘴
󲩨,389,󳜲,5,hgyghxn,威宁:hu²¹/大方:hʊ²¹/盘县:hu²¹/喜德:tsʼa³³/毕节:hʊ²¹,发烧,发烧
󲩩,10,󳜲,6,hdjxv,威宁:po³³/大方:die³³/隆林:bi⁵³/毕节:de³³,倒塌,倒塌
󲩪,10,󳜲,6,hfhghxm,威宁:po²¹/石林:（t⁵⁵）tsɐ³³/红河:ʑi⁵⁵/巍山:（a²¹）xu⁵⁵/禄劝:ʑi³³/大方:po²¹/石屏:dza²¹/隆林:ɤu²¹/毕节:po²¹,（一）切,（一）切
󲩫,62,󳜲,6,hkgjxn,大方:mɯ³³/巍山:tsa⁵⁵/喜德:ɕi⁵⁵（mo³³）/石屏:mi⁵⁵/隆林:mɯ³³/盘县:mɯ³³/毕节:mɤ²¹,（什么）,（什么）
󲩬,65,󳜲,6,hdffxz,威宁:fe³³/石林:bi³³/红河:fɤ⁵⁵/喜德:va³³/禄劝:fɛ³³/石屏:pʼi³³/隆林:fei³³/大方:fe³³/毕节:fe³³,招（手）,招（手）
󲩭,67,󳜲,6,hjgggxz,石屏:fræ⁵⁵/巍山:xɛ¹³/大方:tɕo³³/毕节:tɕo³³,威胁,威胁
󲩮,74,󳜲,6,hhggghxn,威宁:va¹³/毕节:fa¹³,1、（吉利）；2、（人名用词）,（吉利）/（人名用词）
󲩯,88,󳜲,6,hhgthhxn,威宁:tsɿ¹³/红河:to³³/巍山:ta²¹/喜德:tsi³³/禄劝:tse³³/石屏:to³³/隆林:pei⁵⁵/盘县:tɕɪ³³/大方:tsɯ³³/毕节:tsɿ³³,留（念、下）,留（念、下）
󲩰,96,󳜲,6,hggkxn,威宁:tsʼɿ³³/石林:tsʼɿ²¹/红河:tsʼɿ³³/巍山:tsʼɿ²¹/喜德:tsʼɿ³³/禄劝:tsʼi³³/石屏:tɕʼi³³/永仁:tsʼi²¹/隆林:tɕʼi⁵³/大方:tɕʼi³³/毕节:tsʼi³³,药,药
󲩱,97,󳜲,6,hgkgxn,威宁:tsʼɿ²¹/石林:tʂʼi³³/红河:（ʑi²¹）tʂʼʅ²¹（na³³te⁵⁵）/喜德:（ɣɯ⁵⁵）tsʼɿ²¹/喜德:tsʼɿ³⁴/楚雄:tsʼi³³/禄劝:tsʼɿ²¹/永仁:tsʼrc²¹/隆林:nɯa²¹/大方:tɕʼi²¹/毕节:tɕʼi²¹,1、（沼泽地）；2、（人名用词）；,（沼泽地）/（人名用词）；
󲩲,98,󳜲,6,hfhggxn,威宁:dzɪ³³/石林:dzi²¹/红河:lɤr²¹/巍山:tʼu⁵⁵/喜德:mbi⁵⁵/楚雄:tʼu³³/禄劝:tʼu²¹/大方:tʼʊ²¹/石屏:lɤr²¹,钻、凿,钻、凿
󲩳,100,󳜲,6,hffhxn,喜德:dza³³,（墨水）,（墨水）
󲩴,101,󳜲,6,hkgtxc,石屏:dzær²¹/隆林:ɕei⁵³/大方:xe³³,1、潲（雨）；2、（白鹇（鸟名））；,潲（雨）/（白鹇（鸟名））；
󲩵,122,󳜲,6,hgjggxn,威宁:za¹³/巍山:hɪ²¹/盘县:ʑar²¹/大方:za¹³/毕节:za¹³,住宿,住宿
󲩶,125,󳜲,6,hjghjxn,威宁:zɯ¹³/石林:zɿ²¹/红河:zɿ²¹/巍山:zɿ²¹/喜德:zɿ⁵⁵/禄劝:zɯ⁵⁵/大方:zɐ¹³/石屏:zɿq/永仁:nɯ³³/隆林:ʑaɯ⁵⁵/盘县:zɿ²¹/毕节:zr¹³,揉,揉
󲩷,119,󳜲,6,hgrjxn,威宁:sɯ¹³/红河:dʑi²¹/巍山:tsɿ³³（pɯ⁵⁵）/喜德:（ʑɿ）tsʼi³³/禄劝:se³³/大方:sɯ³³/石屏:dʑe²¹/隆林:tɕia²¹/盘县:sɐ³³/毕节:sɿ³³,棕（树）,棕（树）
󲩸,130,󳜲,6,hghhghxn,威宁:ta³³/石林:te³³/红河:te³³/巍山:ti³³/喜德:to⁵⁵/楚雄:te³³/禄劝:ta²¹/石屏:te³³/永仁:te³³/隆林:te⁵³/大方:ta³³/毕节:ta²¹,抱,抱
󲩹,135,󳜲,6,hfhghhxz,红河:tu²¹/石屏:tu²¹/巍山:ɕɪ³³/毕节:na¹³,狠,狠
󲩺,147,󳜲,6,hfjpxn,大方:tʼu²¹/石林:tʼu³³/石林:tʼo³³/红河:tʼe²¹/巍山:tʼur³³/喜德:dzɛ³³/大方:tʼu²¹/石屏:tʼɤr²¹/永仁:tʼu³³/隆林:tʼɯ⁵³/毕节:tʼu²¹,碰,碰
󲩻,149,󳜲,6,hfhfxn,威宁:tʼɯ¹³/石林:tʼu²¹/红河:tʼɯ²¹/巍山:tʼɪ²¹/喜德:tsʼɿ⁵⁵/禄劝:tʼɯ⁵⁵/石屏:tʼɯ²¹/永仁:tʼɯ²¹/隆林:tʼaɯ⁵⁵/大方:tiɐ¹³/毕节:tʼu¹³,除（掉）,除（掉）
󲩼,153,󳜲,6,hggpghxn,威宁:de³³/红河:de⁵⁵/巍山:mɯ⁵⁵/喜德:ke⁵⁵/大方:pʼa²¹/毕节:de³³,（傻子）,（傻子）
󲩽,166,󳜲,6,hhffxv,威宁:nde²¹/大方:ti¹³/毕节:nde²¹,定,定
󲩾,167,󳜲,6,hhghggxn,威宁:ndu³³/大方:kua³³bndu³³,（花衣服（专指彝族妇女上衣盛装））,（花衣服（专指彝族妇女上衣盛装））
󲩿,203,󳜲,6,hfjdxn,威宁:lɯ⁵⁵/红河:lɯ⁵⁵/楚雄:li³³/禄劝:lɯr²¹læ³³/永仁:lɯ/隆林:laɯ⁵³/盘县:lɯ⁵⁵/毕节:lɤ⁵⁵,1、角落；2、拐角；,角落/拐角；
󲪀,203,󳜲,6,hgjthxn,威宁:lɯ⁵⁵/红河:la²¹/巍山:tsʼao²¹/隆林:lu⁵³/大方:fe⁵⁵/毕节:lɤ³³,（饲养）槽,（饲养）槽
󲪁,221,󳜲,6,hhddxm,威宁:dɯ²¹/盘县:dɯ²¹/大方:ɖɐ³³/毕节:ʈʼo¹³,（质量）特差,（质量）特差
󲪂,234,󳜲,6,hhthhgxn,威宁:tʂʼo⁵⁵/红河:pɛ⁵⁵/喜德:bɿ⁵⁵/楚雄:pʼia³³/禄劝:bə³³/石屏:ŋæ²¹/永仁:pʼɐ³³/大方:tsɐ⁵⁵/毕节:tʂʼu⁵⁵,（胎盘）,（胎盘）
󲪃,251,󳜲,6,hgfhpxn,威宁:ɳdʐu¹³/禄劝:ɳdʐɯ⁵⁵/石屏:dzɛ²¹（to²¹）/大方:ndzu²¹/毕节:ndʐu²¹,（向神）许愿,（向神）许愿
󲪄,263,󳜲,6,hgghgfxz,喜德:ʂɯ³³/毕节:ʂʅ⁵⁵,总是,总是
󲪅,280,󳜲,6,hhghhhxn,威宁:tɕʼy⁵⁵/石林:tsʼi²¹/红河:tsʼɿ²¹/巍山:tsu¹³、se¹³/喜德:tsʼɿ²¹/楚雄:tsʼi²¹/禄劝:tsʼɯ⁵⁵/大方:tɕʼi⁵⁵/石屏:tsʼɿ²¹/永仁:tsʼɯ²¹/隆林:tɕʼɯ²¹/盘县:tsʼɿ⁵⁵/毕节:tɕʼi⁵⁵,堵塞,堵塞
󲪆,286,󳜲,6,hghghhxn,威宁:tɕʼɯ³³/石林:si³³/红河:sɿ³³/巍山:sɿ³³/喜德:sɿ³³/楚雄:si³³/禄劝:sɯ²¹/石屏:sɿ³³/永仁:sɿ³³/隆林:ɕaɯ⁵³/大方:sɐ³³/盘县:sɿ⁵¹/毕节:tɕʼʊ³³,扫,扫
󲪇,286,󳜲,6,hjgjxn,威宁:tɕʼɯ³³/石屏:tsæ²¹/大方:ɕi³³/毕节:ɕi³³,（形容词缀）,（形容词缀）
󲪈,287,󳜲,6,hthgjxn,威宁:dʑi⁵⁵/石林:gɤ²¹/红河:ka⁵⁵/巍山:pei⁵⁵、lo¹³/楚雄:ŋa⁵⁵/禄劝:gɔ⁵⁵/大方:po³³/石屏:ŋɤr²¹/永仁:ŋə⁵⁵/盘县:dʑi⁵⁵/隆林:ŋɯa⁵⁵/毕节:dʑi⁵⁵,焙,焙
󲪉,296,󳜲,6,gphfhxz,威宁:ŋdʑa³³/大方:tʼi⁵⁵/石屏:to²¹/盘县:ndza⁵¹/巍山:ʂa²¹,辛苦、劳累,辛苦、劳累
󲪊,301,󳜲,6,hghhhhxn,威宁:ȵɪ²¹/大方:mʊ⁵⁵、mʊ²¹/毕节:ȵe²¹,（（对姨母、婶娘、伯母等的间接）称呼）,（（对姨母、婶娘、伯母等的间接）称呼）
󲪋,303,󳜲,6,hjufxn,红河:ȵe⁵⁵/石屏:ȵe⁵⁵,（故）事,（故）事
󲪌,312,󳜲,6,hghghgxn,威宁:ʑɪ³³/石林:ɯɤ³³/红河:ɣɤr³³/巍山:hi⁵⁵/喜德:bu²¹/楚雄:sə²¹/禄劝:ɤər⁵⁵/大方:ʑi¹³/石屏:ɣɤr³³/永仁:ʑi³³/隆林:ɣɯa⁵³/毕节:ʑe³³,家、户,家、户
󲪍,347,󳜲,6,hffhxz,威宁:gɯ⁵⁵/大方:gɯ⁵⁵/毕节:gɯ⁵⁵,古代彝族首领为建立政权而祭天、地、祖宗时举行“过关祈福”的一种仪式,古代彝族首领为建立政权而祭天、地、祖宗时举行“过关祈福”的一种仪式
󲪎,362,󳜲,6,hjjdxm,威宁:xa¹³/石林:ɕe²¹/红河:tsʼa³³/巍山:ku²¹/喜德:tʂʼɔ³³/楚雄:tsʼi⁵⁵/禄劝:ndʐʼi⁵⁵/大方:xa¹³/石屏:tʼe³³.sɛ³³/永仁:tsʼa³³/隆林:xe⁵⁵/盘县:xa²¹/毕节:xa¹³,（用手）剔,（用手）剔
󲪏,371,󳜲,6,ghghghxm,威宁:ɣʊ³³/大方:ɤʊ³³/毕节:ɣu³³,突（然）、忽（然）,突（然）、忽（然）
󲪐,385,󳜲,6,hfjuxn,威宁:ha¹³/石林:ʂi³³/红河:xo⁵⁵/巍山:fu⁵⁵/喜德:tɕʼu²¹/楚雄:ʂu³³/禄劝:har⁵⁵/石屏:xo⁵⁵/永仁:xɔ³³/盘县:har²¹/隆林:ɕɔ³³/毕节:hia¹³,守卫、保卫,守卫、保卫
󲪑,78,󳜲,7,hjffxv,石屏:vɤ²¹/巍山:na⁵⁵/大方:to²¹/毕节:vu²¹,慎重,慎重
󲪒,81,󳜲,7,hyhgyhgxn,威宁:tse²¹/巍山:ʔlur³³/喜德:dzɛ²¹/大方:tɕe²¹/盘县:tɕɚ²¹/毕节:tɕe²¹,哼、叫,哼、叫
󲪓,114,󳜲,7,hgjthhxn,威宁:sa³³/石林:se³³/红河:se³³/巍山:ɕɪ³³/喜德:（a³³）fu³³/禄劝:sar²¹/石屏:ɕer³³/永仁:sɛ⁵⁵/隆林:ɕe⁵³/大方:sa³³/毕节:sa³³,粗糙,粗糙
󲪔,138,󳜲,7,hfhjhxn,威宁:tie¹³/石林:tɤ⁵⁵/红河:tɤ²¹/喜德:ti⁵⁵/禄劝:te⁵⁵/石屏:tɤ²¹/永仁:tɯa⁵⁵/大方:ti¹³,戴（使动）,戴（使动）
󲪕,147,󳜲,7,hhffhxn,喜德:tʼu³³/毕节:tʼu⁵⁵,（子弹）上（堂）,（子弹）上（堂）
󲪖,187,󳜲,7,hhhhgghxm,威宁:ɬo⁵⁵/红河:der³³/石屏:der³³/巍山:kɔ²¹/大方:xe³³/毕节:ɬo³³,过（新年）,过（新年）
󲪗,187,󳜲,7,hhffyxn,威宁:ɬo³³/红河:mo⁵⁵/红河:mo³³/巍山:ma⁵⁵/喜德:gu³³/楚雄:mo³³/禄劝:mo³³/石屏:mo⁵⁵/隆林:mu³³、mou³³/盘县:ɬu⁵¹/大方:ɸo³³/毕节:ɬo³³,饱满,饱满
󲪘,202,󳜲,7,hhthhgghxn,威宁:lu²¹/巍山:ga⁵⁵/喜德:ȵdʑɛ³³/禄劝:dʑo²¹/石屏:tʼi³³/毕节:lu²¹,天井,天井
󲪙,217,󳜲,7,kgjhxn,威宁:ɖe²¹/石林:ɖle³³/红河:dɛ²¹/巍山:dzɯ³³/喜德:ɖʑi²¹/楚雄:bi³³/禄劝:ɖɚ²¹/石屏:ɖɛ²¹/永仁:bi³³/隆林:dɚ²¹/盘县:dɚ²¹/大方:ɖie²¹/毕节:ɖe²¹,满,满
󲪚,225,󳜲,7,hghhghxn,毕节:tʂɪ¹³/石屏:tsʼɿ³³/巍山:tsʼa⁵⁵/喜德:tsʼa³³/大方:tsɪ¹³/毕节:tʂɪ¹³,发热,发热
󲪛,268,󳜲,7,hghjjxz,威宁:tɕi³³/红河:tɕʼɛ²¹（bɤ²¹）/大方:dʑi³³/石屏:tso⁵⁵（bɤ²¹）/禄劝:tʂʼç²¹（bɤ³³）/隆林:dʑə⁵³/毕节:tɕi³³,轿（子）,轿（子）
󲪜,288,󳜲,7,hhffpxn,威宁:dʑi³³/红河:tɕʼi⁵⁵/喜德:dʑi³³/大方:su³³/石屏:dʑi³³/隆林:ɣu⁵³/盘县:dʑi³³/毕节:dʑi³³,1、悲（伤）；2、（疲倦）,悲（伤）/（疲倦）
󲪝,296,󳜲,7,hjthghxn,威宁:ȵdʑo³³/石屏:pu³³/喜德:pʼo³³/大方:sɿ³³,板（面孔）,板（面孔）
󲪞,354,󳜲,7,hghhghtxn,威宁:ŋgɯ²¹/大方:ŋgɯ²¹/红河:lu³³/巍山:ʔlɔ³³/禄劝:ndʼɔ⁵⁵/喜德:tsʼ²¹/盘县:ŋgɯ²¹/隆林:ŋgɯa²¹bngɯ²¹,1、丢、扔；2、抛弃；,丢、扔/抛弃；
